AREA,PERIMETER,MAJOR_AXIS,MINOR_AXIS,ECCENTRICITY,EQDIASQ,SOLIDITY,CONVEX_AREA,EXTENT,ASPECT_RATIO,ROUNDNESS,COMPACTNESS,SHAPEFACTOR_1,SHAPEFACTOR_2,SHAPEFACTOR_3,SHAPEFACTOR_4,Class
81460.0,2009.209,470.2433,252.9894,0.8429,322.0529,0.8651,94167.0,0.6763,1.8587,0.2536,0.6849,0.0058,0.0031,0.469,0.8718,Kirmizi_Pistachio
92023.0,1260.775,,235.1234,0.8838,342.2971,0.9844,93479.0,0.7635,2.1372,0.7275,0.6812,0.0055,0.0026,,0.9917,Siit_Pistachio
83537.0,,441.7863,243.1447,0.8349,326.1328,0.986,84719.0,0.7631,,0.731,,0.0053,0.0029,0.545,0.9902,Siit_Pistachio
85854.0,1297.0,405.9485,273.5265,0.7389,330.6247,0.9571,89706.0,0.7301,1.4841,0.6413,0.8144,0.0047,0.0032,,0.9845,Siit_Pistachio
75582.0,1175.749,461.3922,,0.8842,310.216,0.9547,79172.0,0.7161,2.1412,0.6871,0.6723,0.0061,0.0029,0.4521,0.9679,
86534.0,1176.656,439.8831,258.3506,0.8094,331.9315,0.9545,90662.0,0.745,1.7027,0.7854,0.7546,0.0051,0.003,0.5694,0.9695,Siit_Pistachio
103127.0,1265.026,496.1133,265.3459,0.8449,362.3608,0.9924,103920.0,0.7598,,0.8098,0.7304,0.0048,0.0026,,0.9974,Siit_Pistachio
97394.0,1989.6639,,292.4342,0.7515,352.1447,0.9405,103560.0,0.7592,,0.3092,0.7945,0.0046,0.003,0.6312,0.9567,Siit_Pistachio
79401.0,2197.6809,441.5002,259.6429,0.8088,317.9568,0.8703,91233.0,0.6503,,0.2066,0.7202,0.0056,0.0033,,0.8819,
109286.0,1422.229,475.8277,301.6586,0.7734,373.0245,0.9547,114467.0,,1.5774,0.6789,0.7839,0.0044,0.0028,0.6146,0.9694,Siit_Pistachio
65251.0,1139.3781,,,0.8772,288.2363,0.9641,67679.0,0.7619,2.083,0.6316,0.6864,0.0064,0.0031,0.4711,0.9813,Kirmizi_Pistachio
67387.0,1222.598,467.5005,191.1423,0.9126,292.916,0.9294,,0.7272,2.4458,0.5665,0.6266,0.0069,0.0028,0.3926,0.9602,Kirmizi_Pistachio
91189.0,1250.9871,506.5078,232.4498,0.8885,340.7425,0.9758,93446.0,0.698,2.179,0.7322,,0.0056,0.0025,0.4526,0.9861,Kirmizi_Pistachio
67543.0,1130.658,451.7998,193.119,0.904,293.2549,0.9568,70591.0,0.7381,2.3395,0.6639,0.6491,0.0067,0.0029,0.4213,0.9856,Kirmizi_Pistachio
79041.0,1139.016,450.8814,229.113,0.8613,317.2351,0.9732,,,1.9679,0.7656,,0.0057,0.0029,0.495,0.9742,Kirmizi_Pistachio
64717.0,1026.028,,198.4042,0.8793,287.0544,,65539.0,0.7701,,0.7725,,0.0064,0.0031,0.4747,0.9969,Kirmizi_Pistachio
83705.0,1990.47,445.6266,283.9647,0.7707,326.4606,0.8636,96926.0,0.6706,,0.2655,0.7326,0.0053,,0.5367,0.8422,Siit_Pistachio
98333.0,1193.415,426.856,294.9583,0.7229,353.8382,0.9903,99298.0,0.7499,1.4472,0.8676,,0.0043,0.003,0.6871,0.9944,Siit_Pistachio
77260.0,1116.042,440.7751,228.3477,0.8553,313.6407,0.964,80147.0,,1.9303,0.7795,0.7116,0.0057,0.003,0.5063,0.9774,Siit_Pistachio
61585.0,1675.264,409.7278,,0.8586,280.0222,0.9013,,0.6071,1.9507,0.2758,0.6834,0.0067,0.0034,0.4671,0.9111,Kirmizi_Pistachio
67625.0,1157.953,,216.2977,0.8524,293.4328,0.9468,71427.0,,1.9127,0.6338,,0.0061,0.0032,0.5031,0.9622,Kirmizi_Pistachio
75910.0,1940.187,414.5405,268.6004,0.7617,310.8884,0.8752,86732.0,0.7025,,0.2534,0.75,0.0055,0.0035,0.5624,0.868,Siit_Pistachio
85994.0,1146.311,451.9298,242.7397,0.8435,330.8942,0.9905,86823.0,0.78,1.8618,0.8224,,0.0053,0.0028,0.5361,0.9981,Siit_Pistachio
104952.0,1309.203,470.0492,,,365.5531,,112267.0,0.7297,1.5883,0.7695,0.7777,0.0045,0.0028,0.6048,0.9606,Siit_Pistachio
54675.0,1863.24,370.5511,289.2766,0.6249,263.8454,0.6839,79942.0,0.5844,1.281,0.1979,0.712,0.0068,0.0053,,0.6494,Kirmizi_Pistachio
84747.0,1187.129,473.0993,231.746,0.8718,328.4863,0.9811,86380.0,0.7908,2.0415,0.7557,0.6943,,0.0027,0.4821,0.9842,Kirmizi_Pistachio
89793.0,1907.866,466.1191,270.23,,338.1242,0.887,101230.0,,1.7249,,0.7254,,,,0.9077,Siit_Pistachio
69733.0,1748.782,426.0044,236.5695,0.8316,297.9712,0.8678,,0.7155,1.8008,0.2865,0.6995,0.0061,0.0034,0.4892,0.881,Kirmizi_Pistachio
98246.0,1249.858,,262.6487,0.8478,353.6816,0.9354,105029.0,0.6794,1.8857,0.7903,,0.005,,0.51,0.9616,Siit_Pistachio
76426.0,1606.004,433.2121,234.2538,0.8412,311.9433,0.9291,82258.0,0.6987,1.8493,0.3724,0.7201,,,0.5185,0.9589,Kirmizi_Pistachio
92842.0,1454.291,464.6617,271.1815,0.812,343.817,0.9147,101498.0,0.6705,1.7135,0.5516,0.7399,,,,0.9381,Siit_Pistachio
60774.0,1101.7209,414.708,190.6734,0.888,278.1724,0.9625,63142.0,0.6233,2.175,0.6292,0.6708,0.0068,0.0031,0.4499,0.9786,Kirmizi_Pistachio
79144.0,2651.3479,432.8666,260.3153,0.799,317.4418,0.8859,89337.0,0.699,1.6629,0.1415,0.7333,0.0055,0.0033,0.5378,0.8943,Siit_Pistachio
70220.0,1217.2271,437.8213,214.6285,0.8716,299.0098,0.9267,75771.0,0.7174,2.0399,0.5956,0.6829,0.0062,0.0031,0.4664,0.9515,Kirmizi_Pistachio
79879.0,1147.986,461.6617,246.4414,0.8456,318.9124,0.9254,86318.0,0.7071,1.8733,0.7617,,0.0058,0.0031,0.4772,0.8939,Siit_Pistachio
53028.0,1262.9,422.5751,164.0007,0.9216,259.841,0.9387,,0.7212,,0.4178,0.6149,0.008,0.0031,0.3781,0.9742,Kirmizi_Pistachio
73525.0,1146.691,433.863,225.662,0.8541,305.9656,0.9371,78462.0,0.7119,1.9226,0.7027,0.7052,0.0059,0.0031,0.4973,0.9562,Kirmizi_Pistachio
103025.0,1688.672,474.1707,282.4051,0.8033,362.1816,0.9481,108665.0,0.7781,1.679,0.454,,0.0046,0.0027,0.5834,0.9796,Siit_Pistachio
96371.0,1894.3409,433.1599,298.551,0.7245,350.2904,0.9201,104738.0,0.7485,1.4509,0.3375,0.8087,0.0045,0.0031,0.654,0.9488,Siit_Pistachio
66694.0,,,215.567,0.8514,291.406,0.9606,69426.0,0.7626,1.9067,0.6741,0.709,,0.0032,0.5027,0.9584,Kirmizi_Pistachio
66225.0,1764.964,394.7585,271.001,0.7271,290.3795,0.8088,,0.6561,1.4567,0.2672,0.7356,0.006,,0.5411,0.7882,Siit_Pistachio
86089.0,2434.1909,479.9045,252.7975,0.85,331.0769,0.9161,93970.0,0.6944,1.8984,0.1826,0.6899,0.0056,0.0029,0.4759,0.9035,Siit_Pistachio
72583.0,2193.4529,,207.8907,0.9064,303.9993,0.8653,83879.0,0.6993,2.3669,0.1896,0.6178,0.0068,0.0029,0.3817,0.9034,Kirmizi_Pistachio
81323.0,1533.698,469.9373,232.7032,0.8688,321.782,0.8799,92428.0,,2.0195,,0.6847,0.0058,0.0029,0.4689,0.9469,Kirmizi_Pistachio
89306.0,1940.193,,249.2116,0.8569,337.2061,0.9492,94090.0,0.741,1.9402,,0.6974,0.0054,0.0028,0.4864,0.9437,Kirmizi_Pistachio
66566.0,1348.132,382.0573,232.9793,0.7926,291.1262,0.9032,73697.0,0.6676,1.6399,0.4603,0.762,0.0057,0.0035,,0.9522,Kirmizi_Pistachio
68598.0,1468.615,452.2153,197.6196,0.8995,295.5363,0.9551,71824.0,0.6435,,0.3997,0.6535,0.0066,0.0029,0.4271,0.9773,Kirmizi_Pistachio
77054.0,1266.537,458.0512,223.9844,0.8723,313.2223,0.9522,80926.0,,2.045,,,0.0059,0.0029,0.4676,0.9563,Kirmizi_Pistachio
,,435.6269,210.3043,0.8758,297.7425,0.9492,73355.0,0.7377,,0.7266,0.6835,0.0063,,0.4671,0.9677,Kirmizi_Pistachio
66416.0,,424.6967,207.9906,0.8719,290.798,0.9325,71220.0,0.7355,2.0419,0.5655,0.6847,0.0064,0.0031,0.4688,0.9573,Kirmizi_Pistachio
,2068.8411,461.2263,244.7478,0.8476,327.6888,0.9248,91189.0,0.7028,,0.2476,0.7105,0.0055,0.0029,,0.9512,Kirmizi_Pistachio
83517.0,1281.6591,462.5503,234.7448,0.8617,326.0938,0.9644,86597.0,0.7578,1.9704,0.6389,0.705,0.0055,0.0028,0.497,,
70844.0,1186.342,440.7364,213.7394,0.8745,300.3354,0.9319,76019.0,0.7321,,0.6325,,0.0062,0.003,0.4644,,Kirmizi_Pistachio
67389.0,,412.2163,211.1618,,292.9203,0.9646,,0.7259,1.9521,0.6542,0.7106,0.0061,0.0031,0.505,0.9857,Kirmizi_Pistachio
62824.0,1071.8781,429.4564,188.3844,0.8987,282.825,0.979,64170.0,0.7521,2.2797,0.6871,0.6586,0.0068,,0.4337,0.9887,Kirmizi_Pistachio
69010.0,1833.717,432.7015,243.4541,0.8267,296.4224,0.859,80335.0,0.5772,1.7773,0.2579,0.6851,0.0063,0.0035,0.4693,0.8341,Kirmizi_Pistachio
81048.0,1403.786,484.82,217.1142,0.8941,321.2375,0.9582,84587.0,0.7261,2.233,0.5168,,0.006,0.0027,0.439,0.9804,Siit_Pistachio
86151.0,,454.5236,271.1326,0.8026,331.1961,0.841,102434.0,0.6556,,0.2806,0.7287,,0.0031,0.531,0.8901,Siit_Pistachio
88178.0,1770.2791,442.576,266.8698,0.7977,335.0697,0.9281,95009.0,0.7341,1.6584,0.3536,0.7571,0.005,0.003,0.5732,0.9506,Siit_Pistachio
74757.0,,,225.3914,0.86,,0.9359,79873.0,0.7255,1.9597,0.3402,0.6985,0.0059,0.003,0.4879,0.9561,Kirmizi_Pistachio
64717.0,1026.028,,198.4042,0.8793,287.0544,,65539.0,0.7701,,0.7725,,0.0064,0.0031,0.4747,0.9969,Kirmizi_Pistachio
73404.0,1144.804,472.2342,204.5952,0.9013,305.7137,0.9648,76082.0,0.7277,2.3081,0.7038,0.6474,0.0064,0.0028,0.4191,0.9673,Kirmizi_Pistachio
90845.0,1338.347,498.3506,237.6601,0.879,340.0992,0.9551,95113.0,0.7709,2.0969,0.6373,,0.0055,,0.4657,0.9766,Kirmizi_Pistachio
70742.0,1064.3051,444.3815,203.5172,0.889,,0.9918,71329.0,0.7677,2.1835,0.7848,,0.0063,0.0029,0.4561,0.9959,Kirmizi_Pistachio
82501.0,2082.8579,432.5828,275.1338,0.7717,324.1042,0.8844,93281.0,0.7189,,0.239,0.7492,0.0052,0.0033,0.5613,0.8826,Siit_Pistachio
95261.0,,431.1771,288.6929,0.7428,348.2672,0.9591,99324.0,0.7912,,0.5949,0.8077,0.0045,0.003,0.6524,0.9744,Siit_Pistachio
74843.0,1158.202,432.663,232.6371,0.8431,308.6957,0.9543,78426.0,0.7205,1.8598,0.7011,,0.0058,0.0031,0.5091,0.9467,Kirmizi_Pistachio
106985.0,,,294.273,0.7742,369.0766,0.9917,107881.0,0.7514,1.5798,0.8753,,0.0043,0.0028,0.6303,0.9957,Siit_Pistachio
71107.0,1580.8311,435.689,226.9262,0.8537,300.8924,0.8793,80868.0,0.6131,,0.3576,0.6906,0.0061,0.0032,0.4769,0.9157,Kirmizi_Pistachio
79285.0,1760.3929,459.7296,226.0847,0.8707,317.7244,0.9405,84303.0,0.7462,2.0334,0.3215,0.6911,0.0058,,0.4776,0.9712,Kirmizi_Pistachio
96371.0,1894.3409,433.1599,298.551,0.7245,350.2904,0.9201,104738.0,0.7485,1.4509,0.3375,0.8087,0.0045,0.0031,0.654,0.9488,Siit_Pistachio
62848.0,1955.826,447.4117,218.4633,0.8727,282.8791,0.8199,76656.0,0.6512,,0.2065,0.6323,0.0071,0.0035,0.3997,0.8187,Kirmizi_Pistachio
57938.0,1129.9871,421.4966,181.7432,0.9023,271.6044,0.9492,61036.0,,2.3192,0.5702,0.6444,0.0073,0.0031,,0.963,Kirmizi_Pistachio
88455.0,2006.806,477.3607,,0.8598,335.5956,0.9525,92868.0,0.7091,1.9583,0.276,0.703,0.0054,0.0028,0.4942,0.9679,Kirmizi_Pistachio
104539.0,1214.097,,297.3275,0.7511,364.8331,0.9932,105254.0,0.7563,1.5146,0.8912,0.8101,0.0043,0.0028,0.6563,0.9941,Siit_Pistachio
87604.0,2022.63,468.8341,257.6761,0.8354,333.9774,0.908,96480.0,0.694,,0.2691,0.7124,,0.0029,0.5075,0.9233,Siit_Pistachio
94813.0,1183.624,457.7638,265.0254,0.8154,347.4474,0.9926,,0.7556,1.7272,,0.759,0.0048,0.0028,0.5761,0.9951,Siit_Pistachio
84561.0,2020.3459,500.4059,,0.8748,328.1256,0.8579,98567.0,0.6699,2.064,0.2603,0.6557,0.0059,0.0029,0.43,0.8875,Kirmizi_Pistachio
92368.0,1332.704,455.4744,263.1371,0.8162,342.9382,0.9486,97373.0,0.7341,,,0.7529,0.0049,0.0028,0.5669,0.9813,Siit_Pistachio
97567.0,2048.208,500.5765,254.489,0.8611,352.4573,0.9529,102390.0,0.7493,1.967,0.2923,0.7041,0.0051,0.0026,0.4958,0.9752,
95659.0,1216.15,460.2137,265.9241,0.8162,348.994,0.9905,96579.0,0.6979,,0.8128,0.7583,0.0048,0.0028,0.5751,0.9952,Siit_Pistachio
82805.0,1737.234,426.9731,253.6855,0.8044,324.7008,0.9627,86015.0,0.7367,1.6831,0.3448,0.7605,0.0052,0.0031,0.5783,0.9734,Siit_Pistachio
77562.0,2216.447,464.2564,227.8966,0.8712,314.2531,0.9085,85375.0,0.6094,2.0371,0.1984,,0.006,0.0029,,0.9334,Siit_Pistachio
68952.0,1107.358,419.7449,215.2063,0.8586,296.2979,0.9612,71738.0,0.7352,,0.7066,0.7059,,0.0031,0.4983,0.9719,Kirmizi_Pistachio
78122.0,2067.521,427.5836,319.6553,0.6642,315.3855,0.7377,105901.0,0.5854,1.3376,0.2297,0.7376,0.0055,0.0041,0.5441,,Siit_Pistachio
60466.0,1602.021,377.7837,240.4111,0.7714,277.4666,0.8344,72465.0,0.6676,1.5714,0.2961,0.7345,,0.004,0.5394,0.8477,Kirmizi_Pistachio
95120.0,1239.937,480.1718,253.7507,0.849,348.0094,0.9779,97267.0,0.7501,1.8923,0.7775,0.7248,,0.0027,0.5253,,Siit_Pistachio
72594.0,1199.269,438.1911,213.6348,0.8731,304.0223,0.9703,,0.789,2.0511,0.6343,0.6938,0.006,0.0029,0.4814,0.9874,Kirmizi_Pistachio
78892.0,,487.6777,215.66,0.8969,316.936,0.9216,85606.0,0.6122,2.2613,0.604,0.6499,0.0062,0.0027,0.4224,0.9551,Kirmizi_Pistachio
79819.0,,448.4252,231.018,0.8571,318.7926,0.9631,82878.0,,1.9411,0.7042,,0.0056,0.0029,,0.981,Kirmizi_Pistachio
89562.0,1241.144,,234.7329,,337.689,0.9901,,0.8061,2.0823,0.7306,0.6909,0.0055,0.0026,0.4773,0.9939,Siit_Pistachio
71945.0,1294.425,461.2612,200.562,0.9005,302.6602,0.9713,74068.0,0.7564,2.2998,0.5396,0.6562,0.0064,0.0028,0.4305,0.9902,Kirmizi_Pistachio
73607.0,1070.1479,,219.3727,0.8591,306.1361,0.9909,74281.0,0.7982,1.9538,0.8077,0.7143,0.0058,0.003,0.5102,0.9968,Kirmizi_Pistachio
107028.0,1299.0,508.7335,268.779,0.849,369.1508,0.9891,108203.0,0.6729,,0.7971,,,0.0025,0.5265,0.9966,Siit_Pistachio
100177.0,1662.459,440.0412,303.7487,0.7235,357.1405,0.9159,109374.0,0.7243,1.4487,0.4555,,0.0044,0.003,0.6587,0.9543,Siit_Pistachio
69010.0,1833.717,432.7015,243.4541,0.8267,296.4224,0.859,80335.0,0.5772,1.7773,0.2579,0.6851,0.0063,0.0035,0.4693,0.8341,Kirmizi_Pistachio
93587.0,1311.856,,,0.808,345.1937,0.9452,99012.0,0.7586,1.6973,0.6834,0.7563,0.0049,0.0029,0.5719,0.9708,Siit_Pistachio
96825.0,1296.358,491.1752,270.524,,351.1145,0.9026,107270.0,0.7302,1.8156,0.724,0.7148,0.0051,0.0028,0.511,0.9278,Siit_Pistachio
98129.0,1239.908,470.1041,,0.8222,353.471,0.9868,99443.0,0.7457,1.7568,0.8021,0.7519,0.0048,0.0027,0.5654,0.9932,Siit_Pistachio
67866.0,1090.767,426.5773,,0.8753,293.9552,0.9765,,0.7316,2.0682,0.7168,0.6891,0.0063,0.003,0.4749,0.9821,Kirmizi_Pistachio
98560.0,2034.28,435.5154,315.6377,0.689,354.2464,0.8665,113742.0,0.7137,1.3798,0.2993,0.8134,0.0044,0.0032,,0.9129,Siit_Pistachio
67866.0,1090.767,426.5773,,0.8753,293.9552,0.9765,,0.7316,2.0682,0.7168,0.6891,0.0063,0.003,0.4749,0.9821,Kirmizi_Pistachio
83470.0,1263.499,418.3139,255.6985,0.7914,326.002,0.9709,85972.0,0.6916,1.636,0.657,,,0.0031,0.6073,0.9936,Siit_Pistachio
,,420.3341,223.2215,0.8473,296.8452,0.9223,75035.0,0.6597,1.883,0.199,0.7062,0.0061,0.0032,0.4987,0.9391,Kirmizi_Pistachio
89813.0,1238.303,487.3958,242.0915,0.8679,338.1619,0.9508,94463.0,0.6079,2.0133,0.736,0.6938,0.0054,0.0027,0.4814,0.9691,Siit_Pistachio
60132.0,1328.838,,198.4854,0.8669,276.6992,0.9362,64231.0,0.7244,2.0064,0.4279,0.6948,0.0066,0.0033,0.4827,0.9686,
,1209.14,465.0345,239.9712,0.8566,333.3802,0.9914,88046.0,0.6441,1.9379,0.7503,0.7169,0.0053,0.0027,0.5139,0.9959,Siit_Pistachio
41435.0,1103.095,320.3445,172.6046,0.8424,,0.9236,44863.0,0.7345,1.8559,0.4279,0.717,0.0077,0.0042,0.5141,,Kirmizi_Pistachio
89993.0,,464.835,,0.8466,338.5006,,91358.0,0.778,1.8786,,0.7282,0.0052,0.0027,0.5303,0.9962,Siit_Pistachio
74029.0,1121.342,468.8622,203.0598,0.9014,307.0125,,74862.0,,,,0.6548,,0.0027,0.4288,0.99,Kirmizi_Pistachio
88499.0,1209.719,442.6725,257.999,0.8126,335.679,0.9795,90351.0,0.7419,1.7158,0.7599,0.7583,0.005,0.0029,0.575,0.9866,Siit_Pistachio
70589.0,1126.478,,207.7016,0.8838,299.7944,0.9765,72288.0,0.693,2.1373,0.699,0.6753,0.0063,0.0029,0.4561,0.9748,Kirmizi_Pistachio
71661.0,1294.119,453.5826,221.3619,0.8728,302.0623,0.8917,80363.0,0.6464,2.0491,0.5377,0.6659,0.0063,0.0031,0.4435,0.9087,Kirmizi_Pistachio
98876.0,,461.0934,276.0963,0.8009,354.8138,0.9818,100708.0,0.7272,1.67,0.8308,0.7695,0.0047,0.0028,0.5921,,
,,427.6557,252.697,0.8068,325.0555,0.9649,86005.0,,1.6924,0.3966,0.7601,0.0052,0.003,0.5777,0.9777,Siit_Pistachio
,2097.7681,449.5899,331.653,0.6752,324.1533,0.74,111517.0,0.5987,1.3556,0.2357,0.721,0.0054,0.004,0.5198,0.7047,Siit_Pistachio
85656.0,1378.428,439.0403,250.0033,0.822,330.2433,0.9681,88477.0,0.7551,1.7561,0.5665,0.7522,0.0051,0.0029,0.5658,0.9936,Siit_Pistachio
95253.0,2482.2429,480.2714,268.5241,0.8291,348.2526,0.9189,103661.0,0.7235,1.7886,0.1943,0.7251,0.005,0.0028,0.5258,0.9404,Siit_Pistachio
64307.0,1225.937,402.5959,220.378,0.8369,286.1437,0.8963,71746.0,0.7242,1.8268,0.5377,0.7107,0.0063,0.0034,0.5052,0.9228,Kirmizi_Pistachio
87181.0,2045.6219,486.6527,243.8601,0.8654,333.1701,0.9238,94368.0,0.7312,1.9956,0.2618,0.6846,0.0056,0.0028,0.4687,0.9353,Kirmizi_Pistachio
73336.0,1412.368,424.1948,226.8509,0.845,305.5721,0.9383,78156.0,,1.8699,0.462,,0.0058,0.0031,0.5189,,Siit_Pistachio
81286.0,1105.582,423.8947,246.3304,0.8138,321.7088,0.9887,82215.0,0.7775,1.7208,0.8357,0.7589,0.0052,0.003,0.576,0.9912,Siit_Pistachio
82845.0,,387.9522,290.9736,0.6614,324.7792,0.9185,90196.0,0.7567,1.3333,0.5538,0.8372,0.0047,0.0035,0.7008,0.9344,Siit_Pistachio
68952.0,1107.358,419.7449,215.2063,0.8586,296.2979,0.9612,71738.0,0.7352,,0.7066,0.7059,,0.0031,0.4983,0.9719,Kirmizi_Pistachio
79879.0,1147.986,461.6617,246.4414,0.8456,318.9124,0.9254,86318.0,0.7071,1.8733,0.7617,,0.0058,0.0031,0.4772,0.8939,Siit_Pistachio
97394.0,1989.6639,,292.4342,0.7515,352.1447,0.9405,103560.0,0.7592,,0.3092,0.7945,0.0046,0.003,0.6312,0.9567,Siit_Pistachio
97587.0,,484.8851,260.8294,0.843,352.4934,0.9492,102813.0,0.6696,1.859,0.556,0.727,0.005,0.0027,0.5285,0.9824,Siit_Pistachio
101208.0,1277.932,489.2357,266.3607,,358.9736,0.9845,102805.0,,1.8367,0.7788,0.7337,0.0048,0.0026,0.5384,0.9889,Siit_Pistachio
,1321.975,457.3996,262.5589,0.8188,342.576,0.9582,,,1.7421,0.6628,0.749,,0.0028,0.5609,0.9772,Siit_Pistachio
,1767.6689,453.4496,,0.7817,350.5829,0.9494,101679.0,0.732,1.6036,0.3882,,0.0047,0.0029,0.5978,0.9586,Kirmizi_Pistachio
103151.0,2145.134,499.3782,,0.8268,362.403,0.9193,,0.7205,1.7777,0.2817,0.7257,0.0048,0.0027,0.5267,0.9362,
91962.0,1182.855,466.2375,,0.8389,342.1837,0.9923,92677.0,0.7643,1.8373,0.826,,0.0051,0.0028,0.5386,0.9897,Siit_Pistachio
67548.0,1454.442,451.5638,195.3711,0.9016,293.2657,0.9361,72158.0,0.699,2.3113,0.4013,0.6494,0.0067,0.0029,0.4218,0.9749,Kirmizi_Pistachio
54322.0,1569.199,363.6869,217.1759,0.8021,262.9922,0.8557,63481.0,0.6645,1.6746,0.2772,,0.0067,0.004,0.5229,0.8757,Kirmizi_Pistachio
74757.0,,,225.3914,0.86,,0.9359,79873.0,0.7255,1.9597,0.3402,0.6985,0.0059,0.003,0.4879,0.9561,Kirmizi_Pistachio
64717.0,1026.028,,198.4042,0.8793,287.0544,,65539.0,0.7701,,0.7725,,0.0064,0.0031,0.4747,0.9969,Kirmizi_Pistachio
73404.0,1144.804,472.2342,204.5952,0.9013,305.7137,0.9648,76082.0,0.7277,2.3081,0.7038,0.6474,0.0064,0.0028,0.4191,0.9673,Kirmizi_Pistachio
90845.0,1338.347,498.3506,237.6601,0.879,340.0992,0.9551,95113.0,0.7709,2.0969,0.6373,,0.0055,,0.4657,0.9766,Kirmizi_Pistachio
70742.0,1064.3051,444.3815,203.5172,0.889,,0.9918,71329.0,0.7677,2.1835,0.7848,,0.0063,0.0029,0.4561,0.9959,Kirmizi_Pistachio
82501.0,2082.8579,432.5828,275.1338,0.7717,324.1042,0.8844,93281.0,0.7189,,0.239,0.7492,0.0052,0.0033,0.5613,0.8826,Siit_Pistachio
95261.0,,431.1771,288.6929,0.7428,348.2672,0.9591,99324.0,0.7912,,0.5949,0.8077,0.0045,0.003,0.6524,0.9744,Siit_Pistachio
74843.0,1158.202,432.663,232.6371,0.8431,308.6957,0.9543,78426.0,0.7205,1.8598,0.7011,,0.0058,0.0031,0.5091,0.9467,Kirmizi_Pistachio
106985.0,,,294.273,0.7742,369.0766,0.9917,107881.0,0.7514,1.5798,0.8753,,0.0043,0.0028,0.6303,0.9957,Siit_Pistachio
71107.0,1580.8311,435.689,226.9262,0.8537,300.8924,0.8793,80868.0,0.6131,,0.3576,0.6906,0.0061,0.0032,0.4769,0.9157,Kirmizi_Pistachio
79285.0,1760.3929,459.7296,226.0847,0.8707,317.7244,0.9405,84303.0,0.7462,2.0334,0.3215,0.6911,0.0058,,0.4776,0.9712,Kirmizi_Pistachio
96371.0,1894.3409,433.1599,298.551,0.7245,350.2904,0.9201,104738.0,0.7485,1.4509,0.3375,0.8087,0.0045,0.0031,0.654,0.9488,Siit_Pistachio
62848.0,1955.826,447.4117,218.4633,0.8727,282.8791,0.8199,76656.0,0.6512,,0.2065,0.6323,0.0071,0.0035,0.3997,0.8187,Kirmizi_Pistachio
57938.0,1129.9871,421.4966,181.7432,0.9023,271.6044,0.9492,61036.0,,2.3192,0.5702,0.6444,0.0073,0.0031,,0.963,Kirmizi_Pistachio
88455.0,2006.806,477.3607,,0.8598,335.5956,0.9525,92868.0,0.7091,1.9583,0.276,0.703,0.0054,0.0028,0.4942,0.9679,Kirmizi_Pistachio
104539.0,1214.097,,297.3275,0.7511,364.8331,0.9932,105254.0,0.7563,1.5146,0.8912,0.8101,0.0043,0.0028,0.6563,0.9941,Siit_Pistachio
87604.0,2022.63,468.8341,257.6761,0.8354,333.9774,0.908,96480.0,0.694,,0.2691,0.7124,,0.0029,0.5075,0.9233,Siit_Pistachio
94813.0,1183.624,457.7638,265.0254,0.8154,347.4474,0.9926,,0.7556,1.7272,,0.759,0.0048,0.0028,0.5761,0.9951,Siit_Pistachio
84561.0,2020.3459,500.4059,,0.8748,328.1256,0.8579,98567.0,0.6699,2.064,0.2603,0.6557,0.0059,0.0029,0.43,0.8875,Kirmizi_Pistachio
92368.0,1332.704,455.4744,263.1371,0.8162,342.9382,0.9486,97373.0,0.7341,,,0.7529,0.0049,0.0028,0.5669,0.9813,Siit_Pistachio
62848.0,1955.826,447.4117,218.4633,0.8727,282.8791,0.8199,76656.0,0.6512,,0.2065,0.6323,0.0071,0.0035,0.3997,0.8187,Kirmizi_Pistachio
97567.0,2048.208,500.5765,254.489,0.8611,352.4573,0.9529,102390.0,0.7493,1.967,0.2923,0.7041,0.0051,0.0026,0.4958,0.9752,
95659.0,1216.15,460.2137,265.9241,0.8162,348.994,0.9905,96579.0,0.6979,,0.8128,0.7583,0.0048,0.0028,0.5751,0.9952,Siit_Pistachio
82805.0,1737.234,426.9731,253.6855,0.8044,324.7008,0.9627,86015.0,0.7367,1.6831,0.3448,0.7605,0.0052,0.0031,0.5783,0.9734,Siit_Pistachio
77562.0,2216.447,464.2564,227.8966,0.8712,314.2531,0.9085,85375.0,0.6094,2.0371,0.1984,,0.006,0.0029,,0.9334,Siit_Pistachio
68952.0,1107.358,419.7449,215.2063,0.8586,296.2979,0.9612,71738.0,0.7352,,0.7066,0.7059,,0.0031,0.4983,0.9719,Kirmizi_Pistachio
78122.0,2067.521,427.5836,319.6553,0.6642,315.3855,0.7377,105901.0,0.5854,1.3376,0.2297,0.7376,0.0055,0.0041,0.5441,,Siit_Pistachio
60466.0,1602.021,377.7837,240.4111,0.7714,277.4666,0.8344,72465.0,0.6676,1.5714,0.2961,0.7345,,0.004,0.5394,0.8477,Kirmizi_Pistachio
95120.0,1239.937,480.1718,253.7507,0.849,348.0094,0.9779,97267.0,0.7501,1.8923,0.7775,0.7248,,0.0027,0.5253,,Siit_Pistachio
72594.0,1199.269,438.1911,213.6348,0.8731,304.0223,0.9703,,0.789,2.0511,0.6343,0.6938,0.006,0.0029,0.4814,0.9874,Kirmizi_Pistachio
